INFO - WARN - MPS4_SCC->CFG_ACLK reads 0. Assuming default clock of 32000000
Processor internal clock: 32000000Hz
INFO - V2M-MPS4 revision A
INFO - Application Note AN22b, Revision C
INFO - MPS4 build 3
INFO - MPS4 core clock has been set to: 32000000Hz
INFO - CPU ID: 0x411fd230
INFO - CPU: Cortex-M85 r1p0
INFO - Enabling I-cache.
INFO - Enabling D-cache.
INFO - Relocating vector table to 0x10000000
INFO - Configured TA_SRAM	@0x50006000
INFO - Configured TA_EXT	@0x50006800
INFO - Initialising Ethos-U device@0x50004000
INFO - Using Dedicated_Sram memory mode; fast cache size: 393216
INFO - Ethos-U device initialised
INFO - Ethos-U version info:
INFO - 	Arch:       v2.0.0
INFO - 	Driver:     v1.0.0
INFO - 	MACs/cc:    256
INFO - 	Cmd stream: v1
INFO - HDLCD resolution id: 4
INFO - Target system design: Arm Corstone-320
INFO - Device MPS4 HDLCD configured
INFO - Resolution:    320 x 240
INFO - Colour format: ARGB8888
INFO - ARM ML Embedded Evaluation Kit
INFO - Version 26.03.0 Build date: Apr 21 2026 @ 09:25:19
INFO - Compiler: GNU-15.2.1
INFO - Copyright 2021-2026 Arm Limited and/or its affiliates <open-source-office@arm.com>
INFO - Creating allocator using tensor arena at 0x0x70060dd0
INFO - Allocating tensors
INFO - Model INPUT tensors: 
INFO - 	tensor type is int8
INFO - 	tensor occupies 36864 bytes with dimensions
INFO - 		0:   1
INFO - 		1: 192
INFO - 		2: 192
INFO - 		3:   1
INFO - Scale = 0.003921
INFO - ZeroPoint = -128
INFO - Model OUTPUT tensors: 
INFO - 	tensor type is int8
INFO - 	tensor occupies 648 bytes with dimensions
INFO - 		0:   1
INFO - 		1:   6
INFO - 		2:   6
INFO - 		3:  18
INFO - Scale = 0.134084
INFO - ZeroPoint = 47
INFO - 	tensor type is int8
INFO - 	tensor occupies 2592 bytes with dimensions
INFO - 		0:   1
INFO - 		1:  12
INFO - 		2:  12
INFO - 		3:  18
INFO - Scale = 0.185359
INFO - ZeroPoint = 10
INFO - Activation buffer (a.k.a tensor arena) size used: 370264
INFO - Number of operators: 1
INFO - 	Operator 0: ethos-u
INFO - NPU memory mode likely to be: Dedicated_Sram
PLPROF_BEGIN,94
PLPROF,0,44061,44007,2867,9515,3495,0
PLPROF,1,18025,18024,10954,9016,4,0
PLPROF,2,41025,41024,11313,9202,27,0
PLPROF,3,10025,10024,10418,2763,57,0
PLPROF,4,18025,18024,4618,8979,27,0
PLPROF,5,41025,41024,11526,9136,4,0
PLPROF,6,9025,9024,9762,2220,22,0
PLPROF,7,10025,10024,4624,2504,72,0
PLPROF,8,56025,56024,8470,18313,34,0
PLPROF,9,20025,20024,18739,4578,8,0
PLPROF,10,6025,6024,5033,2601,105,0
PLPROF,11,19025,19024,4906,4533,39,0
PLPROF,12,20025,20024,5140,4637,71,0
PLPROF,13,11025,11024,7262,2490,58,0
PLPROF,14,19025,19024,4943,4531,39,0
PLPROF,15,20025,20024,5196,4576,24,0
PLPROF,16,11025,11024,7154,2545,108,0
PLPROF,17,19025,19024,5920,4535,40,0
PLPROF,18,5025,5024,3899,1421,82,0
PLPROF,19,1025,1024,300,424,77,0
PLPROF,20,7025,7024,1930,1731,50,0
PLPROF,21,8025,8024,2453,1796,95,0
PLPROF,22,3025,3024,2054,733,69,0
PLPROF,23,7025,7024,2130,1731,55,0
PLPROF,24,7025,7024,1414,1630,78,0
PLPROF,25,3025,3024,2630,604,16,0
PLPROF,26,8025,8024,2626,2060,140,0
PLPROF,27,7025,7024,2076,1630,99,0
PLPROF,28,3025,3024,1391,944,247,0
PLPROF,29,14025,14024,3432,3473,131,0
PLPROF,30,15025,15024,4001,3549,228,0
PLPROF,31,6025,6024,4124,842,106,0
PLPROF,32,14025,14024,3417,3500,161,0
PLPROF,33,15025,15024,3949,3588,224,0
PLPROF,34,6025,6024,4217,722,4,0
PLPROF,35,14025,14024,3387,3595,251,0
PLPROF,36,15025,15024,3852,3568,211,0
PLPROF,37,6025,6024,4315,746,29,0
PLPROF,38,14025,14024,3290,3595,255,0
PLPROF,39,15025,15024,3873,3558,180,0
PLPROF,40,6025,6024,4392,749,49,0
PLPROF,41,14025,14024,3091,3364,105,0
PLPROF,42,4025,4024,3306,1112,327,0
PLPROF,43,1025,1024,543,536,275,0
PLPROF,44,5025,5024,1023,1109,29,0
PLPROF,45,1025,1024,716,240,0,0
PLPROF,46,7025,7024,1574,1763,721,0
